Tournament,Stage,Match Type,Match Name,Team,Action,Map,tournament
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,T1 vs Rex Regum Qeon,T1,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,T1 vs Rex Regum Qeon,Rex Regum Qeon,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,T1 vs Rex Regum Qeon,T1,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,BLEED vs ZETA DIVISION,BLEED,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,BLEED vs ZETA DIVISION,ZETA DIVISION,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,BLEED vs ZETA DIVISION,BLEED,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,BLEED vs ZETA DIVISION,ZETA DIVISION,pick,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,BLEED vs ZETA DIVISION,BLEED,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,BLEED vs ZETA DIVISION,ZETA DIVISION,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs DRX,DRX,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs DRX,Gen.G,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs DRX,DRX,pick,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs DRX,Gen.G,pick,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs DRX,DRX,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs DRX,Gen.G,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,BLEED vs DetonatioN FocusMe,BLEED,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,BLEED vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,BLEED vs DetonatioN FocusMe,BLEED,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,BLEED vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,BLEED vs DetonatioN FocusMe,BLEED,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,BLEED vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Rex Regum Qeon,Rex Regum Qeon,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Rex Regum Qeon,Global Esports,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Rex Regum Qeon,Rex Regum Qeon,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Rex Regum Qeon,Global Esports,pick,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Rex Regum Qeon,Rex Regum Qeon,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Rex Regum Qeon,Global Esports,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs Paper Rex,Team Secret,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs Paper Rex,Paper Rex,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs Paper Rex,Team Secret,pick,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs Paper Rex,Paper Rex,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs Paper Rex,Team Secret,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs Paper Rex,Paper Rex,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,T1 vs Talon Esports,T1,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,T1 vs Talon Esports,Talon Esports,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,T1 vs Talon Esports,T1,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,T1 vs Talon Esports,Talon Esports,pick,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,T1 vs Talon Esports,T1,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,T1 vs Talon Esports,Talon Esports,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs ZETA DIVISION,ZETA DIVISION,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs ZETA DIVISION,Gen.G,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs ZETA DIVISION,ZETA DIVISION,pick,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs ZETA DIVISION,Gen.G,pick,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs ZETA DIVISION,ZETA DIVISION,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs ZETA DIVISION,Gen.G,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs DetonatioN FocusMe,Team Secret,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs DetonatioN FocusMe,Team Secret,pick,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs DetonatioN FocusMe,Team Secret,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Paper Rex,Paper Rex,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Paper Rex,Global Esports,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Paper Rex,Paper Rex,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Paper Rex,Global Esports,pick,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Paper Rex,Paper Rex,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Paper Rex,Global Esports,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs Paper Rex,BLEED,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs Paper Rex,Paper Rex,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs Paper Rex,BLEED,pick,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs Paper Rex,Paper Rex,pick,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs Paper Rex,BLEED,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs Paper Rex,Paper Rex,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,Global Esports,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,Global Esports,pick,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,Global Esports,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,ZETA DIVISION,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,T1,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,ZETA DIVISION,pick,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,T1,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,ZETA DIVISION,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,T1,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Team Secret,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Talon Esports,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Team Secret,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Talon Esports,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Team Secret,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Talon Esports,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs DRX,DRX,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs DRX,BLEED,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs DRX,DRX,pick,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs DRX,BLEED,pick,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs DRX,DRX,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs DRX,BLEED,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Gen.G,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,pick,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Gen.G,pick,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Gen.G,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Team Secret vs T1,T1,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Team Secret vs T1,Team Secret,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Team Secret vs T1,T1,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Team Secret vs T1,Team Secret,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Team Secret vs T1,T1,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Team Secret vs T1,Team Secret,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Talon Esports,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Paper Rex,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Talon Esports,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Paper Rex,pick,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Talon Esports,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Paper Rex,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,Gen.G,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,T1,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,Gen.G,pick,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,T1,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,Gen.G,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,T1,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,Paper Rex,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,DRX,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,Paper Rex,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,DRX,pick,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,Paper Rex,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,DRX,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,T1 vs Paper Rex,T1,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,T1 vs Paper Rex,Paper Rex,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,T1 vs Paper Rex,T1,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,T1 vs Paper Rex,Paper Rex,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,T1 vs Paper Rex,T1,ban,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,T1 vs Paper Rex,Paper Rex,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,DRX,ban,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,Gen.G,ban,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,DRX,pick,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,Gen.G,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,DRX,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,Gen.G,ban,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,T1,ban,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,Gen.G,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,T1,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,Gen.G,pick,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,T1,pick,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,Gen.G,pick,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Paper Rex,ban,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Paper Rex,ban,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Paper Rex,pick,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Gen.G,pick,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Paper Rex,pick,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Gen.G,pick,Bind,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,FunPlus Phoenix,ban,Split,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Karmine Corp,ban,Breeze,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,FunPlus Phoenix,pick,Icebox,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Karmine Corp,pick,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,FunPlus Phoenix,ban,Bind,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Karmine Corp,ban,Ascent,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,LOUD,ban,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Gen.G,ban,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,LOUD,pick,Icebox,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Gen.G,pick,Breeze,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,LOUD,ban,Split,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Gen.G,ban,Bind,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Paper Rex,ban,Breeze,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,EDward Gaming,ban,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Paper Rex,pick,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,EDward Gaming,pick,Bind,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Paper Rex,ban,Icebox,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,EDward Gaming,ban,Ascent,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sentinels,ban,Breeze,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Team Heretics,ban,Ascent,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sentinels,pick,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Team Heretics,pick,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sentinels,ban,Icebox,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Team Heretics,ban,Split,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Sentinels,ban,Icebox,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Karmine Corp,ban,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Sentinels,pick,Split,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Karmine Corp,pick,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Sentinels,ban,Ascent,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Karmine Corp,ban,Breeze,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,Gen.G,ban,Bind,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,EDward Gaming,ban,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,Gen.G,pick,Icebox,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,EDward Gaming,pick,Split,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,Gen.G,ban,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,EDward Gaming,ban,Ascent,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,LOUD,ban,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,FunPlus Phoenix,ban,Split,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,LOUD,pick,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,FunPlus Phoenix,pick,Breeze,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,LOUD,ban,Bind,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,FunPlus Phoenix,ban,Ascent,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Paper Rex,ban,Breeze,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Team Heretics,ban,Ascent,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Paper Rex,pick,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Team Heretics,pick,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Paper Rex,ban,Icebox,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Team Heretics,ban,Bind,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,LOUD vs EDward Gaming,EDward Gaming,ban,Ascent,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,LOUD vs EDward Gaming,LOUD,ban,Split,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,LOUD vs EDward Gaming,EDward Gaming,pick,Icebox,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,LOUD vs EDward Gaming,LOUD,pick,Sunset,vct_2024
