Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration,tournament
Champions Tour 2024: China Kickoff,Group Stage,Winner's (C),Wolves Esports vs EDward Gaming,Breeze,Wolves Esports,11,7,4,,EDward Gaming,13,8,5,,,vct_2024
Champions Tour 2024: China Kickoff,Group Stage,Decider (A),Trace Esports vs Nova Esports,Split,Trace Esports,13,7,6,,Nova Esports,5,0,5,,,vct_2024
Champions Tour 2024: China Kickoff,Group Stage,Decider (A),Trace Esports vs Nova Esports,Lotus,Trace Esports,13,8,5,,Nova Esports,4,0,4,,,vct_2024
Champions Tour 2024: China Kickoff,Group Stage,Decider (B),Titan Esports Club vs JDG Esports,Bind,Titan Esports Club,5,4,1,,JDG Esports,13,5,8,,,vct_2024
Champions Tour 2024: China Kickoff,Group Stage,Decider (B),Titan Esports Club vs JDG Esports,Icebox,Titan Esports Club,14,7,5,2.0,JDG Esports,12,7,5,0.0,,vct_2024
Champions Tour 2024: China Kickoff,Group Stage,Decider (B),Titan Esports Club vs JDG Esports,Lotus,Titan Esports Club,13,6,7,,JDG Esports,10,4,6,,,vct_2024
Champions Tour 2024: China Kickoff,Group Stage,Decider (C),Wolves Esports vs Bilibili Gaming,Sunset,Wolves Esports,9,7,2,,Bilibili Gaming,13,8,5,,,vct_2024
Champions Tour 2024: China Kickoff,Group Stage,Decider (C),Wolves Esports vs Bilibili Gaming,Icebox,Wolves Esports,10,3,7,,Bilibili Gaming,13,4,9,,,vct_2024
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Trace Esports vs Titan Esports Club,Breeze,Trace Esports,16,7,5,4.0,Titan Esports Club,18,7,5,6.0,,vct_2024
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Trace Esports vs Titan Esports Club,Lotus,Trace Esports,13,10,3,,Titan Esports Club,6,4,2,,,vct_2024
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Trace Esports vs Titan Esports Club,Split,Trace Esports,13,9,4,,Titan Esports Club,8,5,3,,,vct_2024
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Bilibili Gaming vs Titan Esports Club,Lotus,Bilibili Gaming,13,9,4,,Titan Esports Club,3,0,3,,,vct_2024
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Bilibili Gaming vs Titan Esports Club,Ascent,Bilibili Gaming,13,7,6,,Titan Esports Club,8,3,5,,,vct_2024
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Bilibili Gaming vs Trace Esports,Lotus,Bilibili Gaming,13,9,4,,Trace Esports,11,8,3,,,vct_2024
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Bilibili Gaming vs Trace Esports,Sunset,Bilibili Gaming,13,6,6,1.0,Trace Esports,15,6,6,3.0,,vct_2024
Champions Tour 2024: China Kickoff,Play-Ins,Round-Robin,Bilibili Gaming vs Trace Esports,Bind,Bilibili Gaming,12,4,8,0.0,Trace Esports,14,4,8,2.0,,vct_2024
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,FunPlus Phoenix vs Dragon Ranger Gaming,Ascent,FunPlus Phoenix,13,8,5,,Dragon Ranger Gaming,10,6,4,,,vct_2024
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,FunPlus Phoenix vs Dragon Ranger Gaming,Breeze,FunPlus Phoenix,13,9,4,,Dragon Ranger Gaming,6,3,3,,,vct_2024
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,EDward Gaming vs Trace Esports,Sunset,EDward Gaming,14,7,5,2.0,Trace Esports,12,7,5,0.0,,vct_2024
Champions Tour 2024: China Kickoff,Playoffs,Semifinals,EDward Gaming vs Trace Esports,Bind,EDward Gaming,13,8,5,,Trace Esports,6,2,4,,,vct_2024
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,FunPlus Phoenix vs EDward Gaming,Breeze,FunPlus Phoenix,12,5,7,0.0,EDward Gaming,14,5,7,2.0,,vct_2024
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,FunPlus Phoenix vs EDward Gaming,Split,FunPlus Phoenix,6,5,1,,EDward Gaming,13,6,7,,,vct_2024
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,FunPlus Phoenix vs EDward Gaming,Icebox,FunPlus Phoenix,13,6,7,,EDward Gaming,8,2,6,,,vct_2024
Champions Tour 2024: China Kickoff,Playoffs,Grand Final,FunPlus Phoenix vs EDward Gaming,Ascent,FunPlus Phoenix,14,6,6,2.0,EDward Gaming,16,6,6,4.0,,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Lotus,FUT Esports,11,7,4,,Team Heretics,13,8,5,,59:29,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),FUT Esports vs Team Heretics,Bind,FUT Esports,10,5,5,,Team Heretics,13,6,7,,50:07,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Split,GIANTX,11,6,5,,Karmine Corp,13,7,6,,1:01:38,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Sunset,GIANTX,13,7,6,,Karmine Corp,10,5,5,,48:18,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),GIANTX vs Karmine Corp,Lotus,GIANTX,4,3,1,,Karmine Corp,13,4,9,,41:04,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Natus Vincere vs BBL Esports,Bind,Natus Vincere,8,4,4,,BBL Esports,13,5,8,,49:25,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Natus Vincere vs BBL Esports,Ascent,Natus Vincere,13,6,7,,BBL Esports,6,0,6,,40:33,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Natus Vincere vs BBL Esports,Breeze,Natus Vincere,13,9,4,,BBL Esports,6,3,3,,38:05,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Team Liquid vs KOI,Icebox,Team Liquid,13,5,8,,KOI,10,3,7,,55:23,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Team Liquid vs KOI,Bind,Team Liquid,13,5,8,,KOI,11,4,7,,50:40,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Team Vitality vs Gentle Mates,Sunset,Team Vitality,13,8,5,,Gentle Mates,10,6,4,,1:02:19,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (C),Team Vitality vs Gentle Mates,Lotus,Team Vitality,13,7,6,,Gentle Mates,7,2,5,,45:09,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Team Heretics vs Karmine Corp,Split,Team Heretics,13,9,4,,Karmine Corp,4,1,3,,47:37,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Team Heretics vs Karmine Corp,Lotus,Team Heretics,13,8,5,,Karmine Corp,4,0,4,,42:55,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),FUT Esports vs GIANTX,Split,FUT Esports,13,8,5,,GIANTX,6,2,4,,43:40,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),FUT Esports vs GIANTX,Icebox,FUT Esports,8,5,3,,GIANTX,13,6,7,,46:54,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),FUT Esports vs GIANTX,Sunset,FUT Esports,13,7,6,,GIANTX,7,2,5,,42:03,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Natus Vincere vs Team Liquid,Split,Natus Vincere,13,5,8,,Team Liquid,7,0,7,,45:54,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (B),Natus Vincere vs Team Liquid,Breeze,Natus Vincere,13,6,7,,Team Liquid,7,1,6,,41:49,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),BBL Esports vs KOI,Bind,BBL Esports,5,2,3,,KOI,13,3,10,,48:18,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (B),BBL Esports vs KOI,Split,BBL Esports,10,6,4,,KOI,13,7,6,,50:52,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Team Vitality vs FNATIC,Lotus,Team Vitality,12,4,8,0.0,FNATIC,14,4,8,2.0,1:00:13,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (C),Team Vitality vs FNATIC,Ascent,Team Vitality,5,5,0,,FNATIC,13,6,7,,41:27,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Team Vitality vs Gentle Mates,Breeze,Team Vitality,4,2,2,,Gentle Mates,13,3,10,,59:21,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Team Vitality vs Gentle Mates,Lotus,Team Vitality,15,5,7,3.0,Gentle Mates,13,5,7,1.0,1:05:02,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (C),Team Vitality vs Gentle Mates,Sunset,Team Vitality,13,11,2,,Gentle Mates,3,2,1,,43:26,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Karmine Corp vs FUT Esports,Lotus,Karmine Corp,20,6,6,8.0,FUT Esports,18,6,6,6.0,1:29:33,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Karmine Corp vs FUT Esports,Bind,Karmine Corp,4,3,1,,FUT Esports,13,4,9,,39:33,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Karmine Corp vs FUT Esports,Sunset,Karmine Corp,13,10,3,,FUT Esports,7,5,2,,45:00,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Team Liquid vs KOI,Sunset,Team Liquid,11,7,4,,KOI,13,8,5,,1:01:22,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Team Liquid vs KOI,Icebox,Team Liquid,14,6,6,2.0,KOI,12,6,6,0.0,1:00:48,vct_2024
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (B),Team Liquid vs KOI,Split,Team Liquid,10,5,5,,KOI,13,6,7,,51:34,vct_2024
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Karmine Corp vs Team Vitality,Sunset,Karmine Corp,13,8,5,,Team Vitality,8,4,4,,1:08:42,vct_2024
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Karmine Corp vs Team Vitality,Ascent,Karmine Corp,15,7,5,3.0,Team Vitality,13,7,5,1.0,1:14:01,vct_2024
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,KOI vs Team Vitality,Sunset,KOI,9,2,7,,Team Vitality,13,3,10,,56:59,vct_2024
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,KOI vs Team Vitality,Breeze,KOI,6,6,0,,Team Vitality,13,7,6,,42:05,vct_2024
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Karmine Corp vs KOI,Sunset,Karmine Corp,13,8,5,,KOI,4,0,4,,51:03,vct_2024
Champions Tour 2024: EMEA Kickoff,Play-In Stage,Play-ins,Karmine Corp vs KOI,Bind,Karmine Corp,13,9,4,,KOI,7,4,3,,44:57,vct_2024
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Team Heretics vs Natus Vincere,Sunset,Team Heretics,16,4,8,4.0,Natus Vincere,14,4,8,2.0,1:24:32,vct_2024
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,Team Heretics vs Natus Vincere,Breeze,Team Heretics,13,10,3,,Natus Vincere,4,2,2,,38:41,vct_2024
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,FNATIC vs Karmine Corp,Lotus,FNATIC,10,4,6,,Karmine Corp,13,5,8,,1:04:42,vct_2024
Champions Tour 2024: EMEA Kickoff,Playoffs,Semifinals,FNATIC vs Karmine Corp,Split,FNATIC,8,5,3,,Karmine Corp,13,6,7,,47:04,vct_2024
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Team Heretics vs Karmine Corp,Sunset,Team Heretics,13,9,4,,Karmine Corp,9,6,3,,1:07:06,vct_2024
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Team Heretics vs Karmine Corp,Lotus,Team Heretics,7,1,6,,Karmine Corp,13,2,11,,43:40,vct_2024
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Team Heretics vs Karmine Corp,Icebox,Team Heretics,7,4,3,,Karmine Corp,13,5,8,,42:55,vct_2024
Champions Tour 2024: EMEA Kickoff,Playoffs,Grand Final,Team Heretics vs Karmine Corp,Split,Team Heretics,5,4,1,,Karmine Corp,13,5,8,,38:24,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),T1 vs BLEED,Breeze,T1,18,6,6,6.0,BLEED,16,6,6,4.0,3:22:31,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),T1 vs BLEED,Lotus,T1,13,9,4,,BLEED,6,3,3,,47:45,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Gen.G vs Rex Regum Qeon,Icebox,Gen.G,13,6,7,,Rex Regum Qeon,11,5,6,,50:50,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Gen.G vs Rex Regum Qeon,Split,Gen.G,11,2,9,,Rex Regum Qeon,13,3,10,,48:33,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (C),Gen.G vs Rex Regum Qeon,Sunset,Gen.G,13,8,5,,Rex Regum Qeon,8,4,4,,45:26,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),ZETA DIVISION vs Global Esports,Bind,ZETA DIVISION,13,7,6,,Global Esports,10,5,5,,52:23,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (A),ZETA DIVISION vs Global Esports,Icebox,ZETA DIVISION,13,6,7,,Global Esports,7,1,6,,43:16,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (B),Team Secret vs Talon Esports,Breeze,Team Secret,8,3,5,,Talon Esports,13,4,9,,53:43,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (B),Team Secret vs Talon Esports,Ascent,Team Secret,3,3,0,,Talon Esports,13,4,9,,30:27,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (B),DRX vs DetonatioN FocusMe,Lotus,DRX,13,7,6,,DetonatioN FocusMe,8,3,5,,1:01:21,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Opening (B),DRX vs DetonatioN FocusMe,Breeze,DRX,13,8,5,,DetonatioN FocusMe,8,4,4,,44:13,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Gen.G vs Paper Rex,Breeze,Gen.G,13,6,7,,Paper Rex,10,4,6,,1:02:09,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Gen.G vs Paper Rex,Lotus,Gen.G,10,5,5,,Paper Rex,13,6,7,,49:07,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (C),Gen.G vs Paper Rex,Sunset,Gen.G,7,2,5,,Paper Rex,13,3,10,,40:11,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),BLEED vs Global Esports,Sunset,BLEED,9,5,4,,Global Esports,13,6,7,,58:19,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),BLEED vs Global Esports,Icebox,BLEED,13,4,9,,Global Esports,10,2,8,,53:56,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (A),BLEED vs Global Esports,Split,BLEED,11,4,7,,Global Esports,13,5,8,,55:06,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),T1 vs ZETA DIVISION,Ascent,T1,11,5,6,,ZETA DIVISION,13,6,7,,1:06:46,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),T1 vs ZETA DIVISION,Lotus,T1,13,9,4,,ZETA DIVISION,4,1,3,,42:44,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (A),T1 vs ZETA DIVISION,Sunset,T1,13,8,5,,ZETA DIVISION,7,3,4,,44:57,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (B),DetonatioN FocusMe vs Team Secret,Lotus,DetonatioN FocusMe,7,3,4,,Team Secret,13,4,9,,57:15,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Elimination (B),DetonatioN FocusMe vs Team Secret,Breeze,DetonatioN FocusMe,11,5,6,,Team Secret,13,6,7,,52:48,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (B),DRX vs Talon Esports,Split,DRX,13,8,5,,Talon Esports,10,6,4,,1:00:25,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Winner's (B),DRX vs Talon Esports,Ascent,DRX,13,6,7,,Talon Esports,8,2,6,,46:12,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Gen.G vs Rex Regum Qeon,Lotus,Gen.G,13,5,8,,Rex Regum Qeon,7,0,7,,1:06:04,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Gen.G vs Rex Regum Qeon,Breeze,Gen.G,10,3,7,,Rex Regum Qeon,13,4,9,,53:06,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (C),Gen.G vs Rex Regum Qeon,Icebox,Gen.G,13,8,5,,Rex Regum Qeon,11,7,4,,50:20,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (B),Talon Esports vs Team Secret,Breeze,Talon Esports,8,4,4,,Team Secret,13,5,8,,53:46,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (B),Talon Esports vs Team Secret,Ascent,Talon Esports,7,7,0,,Team Secret,13,8,5,,44:44,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),ZETA DIVISION vs Global Esports,Bind,ZETA DIVISION,13,8,5,,Global Esports,8,4,4,,55:38,vct_2024
Champions Tour 2024: Pacific Kickoff,Group Stage,Decider (A),ZETA DIVISION vs Global Esports,Lotus,ZETA DIVISION,13,9,4,,Global Esports,3,0,3,,36:39,vct_2024
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,Team Secret vs Gen.G,Breeze,Team Secret,13,8,5,,Gen.G,5,1,4,,52:39,vct_2024
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,Team Secret vs Gen.G,Lotus,Team Secret,9,8,1,,Gen.G,13,9,4,,53:25,vct_2024
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,Team Secret vs Gen.G,Icebox,Team Secret,13,4,8,1.0,Gen.G,15,4,8,3.0,1:00:12,vct_2024
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,ZETA DIVISION vs Team Secret,Icebox,ZETA DIVISION,1,1,0,,Team Secret,13,2,11,,36:23,vct_2024
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,ZETA DIVISION vs Team Secret,Ascent,ZETA DIVISION,8,7,1,,Team Secret,13,8,5,,46:02,vct_2024
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,Gen.G vs ZETA DIVISION,Icebox,Gen.G,13,8,5,,ZETA DIVISION,6,2,4,,54:35,vct_2024
Champions Tour 2024: Pacific Kickoff,Play-Ins,Play-ins,Gen.G vs ZETA DIVISION,Ascent,Gen.G,13,10,3,,ZETA DIVISION,4,2,2,,39:03,vct_2024
Champions Tour 2024: Pacific Kickoff,Playoffs,Semifinals,T1 vs Paper Rex,Split,T1,14,8,4,2.0,Paper Rex,16,8,4,4.0,1:18:27,vct_2024
Champions Tour 2024: Pacific Kickoff,Playoffs,Semifinals,T1 vs Paper Rex,Ascent,T1,6,4,2,,Paper Rex,13,5,8,,41:48,vct_2024
Champions Tour 2024: Pacific Kickoff,Playoffs,Semifinals,DRX vs Gen.G,Bind,DRX,12,7,5,0.0,Gen.G,14,7,5,2.0,1:15:25,vct_2024
Champions Tour 2024: Pacific Kickoff,Playoffs,Semifinals,DRX vs Gen.G,Lotus,DRX,8,3,5,,Gen.G,13,4,9,,45:52,vct_2024
Champions Tour 2024: Pacific Kickoff,Playoffs,Grand Final,Paper Rex vs Gen.G,Ascent,Paper Rex,5,5,0,,Gen.G,13,6,7,,57:17,vct_2024
Champions Tour 2024: Pacific Kickoff,Playoffs,Grand Final,Paper Rex vs Gen.G,Split,Paper Rex,13,8,5,,Gen.G,4,0,4,,35:10,vct_2024
Champions Tour 2024: Pacific Kickoff,Playoffs,Grand Final,Paper Rex vs Gen.G,Lotus,Paper Rex,11,7,4,,Gen.G,13,8,5,,49:09,vct_2024
Champions Tour 2024: Pacific Kickoff,Playoffs,Grand Final,Paper Rex vs Gen.G,Bind,Paper Rex,4,4,0,,Gen.G,13,5,8,,31:31,vct_2024
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Bind,Paper Rex,13,6,7,,Xi Lai Gaming,9,3,6,,48:56,vct_2025
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Sunset,Paper Rex,13,8,5,,Xi Lai Gaming,5,1,4,,39:04,vct_2025
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Corrode,GIANTX,6,6,0,,Sentinels,13,7,6,,41:17,vct_2025
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,GIANTX,13,10,3,,Sentinels,4,2,2,,38:15,vct_2025
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Haven,GIANTX,13,4,9,,Sentinels,9,1,8,,51:34,vct_2025
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Abyss,Mega Minors,17,2,10,5.0,EDward Gaming,15,2,10,3.0,1:14:38,vct_2025
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,Mega Minors,13,6,7,,EDward Gaming,11,5,6,,55:36,vct_2025
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,Team Liquid,8,6,2,,DRX,13,7,6,,47:56,vct_2025
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Bind,Team Liquid,10,6,4,,DRX,13,7,6,,51:28,vct_2025
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Lotus,Dragon Ranger Gaming,13,5,7,1.0,T1,15,5,7,3.0,1:04:38,vct_2025
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,Sunset,Dragon Ranger Gaming,14,5,7,2.0,T1,16,5,7,4.0,1:27:05,vct_2025
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,Corrode,G2 Esports,10,8,2,,Team Heretics,13,9,4,,55:59,vct_2025
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,Lotus,G2 Esports,10,7,3,,Team Heretics,13,8,5,,56:24,vct_2025
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Haven,Bilibili Gaming,2,2,0,,MIBR,13,3,10,,34:58,vct_2025
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,Bilibili Gaming,9,7,2,,MIBR,13,8,5,,47:01,vct_2025
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Ascent,Rex Regum Qeon,10,5,5,,FNATIC,13,6,7,,57:19,vct_2025
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,Abyss,Rex Regum Qeon,7,7,0,,FNATIC,13,8,5,,45:03,vct_2025
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Ascent,Paper Rex,11,7,4,,GIANTX,13,8,5,,54:54,vct_2025
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Lotus,Paper Rex,13,8,5,,GIANTX,10,6,4,,46:53,vct_2025
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,Paper Rex,13,7,6,,GIANTX,6,1,5,,38:53,vct_2025
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,DRX,13,8,5,,Mega Minors,4,0,4,,43:25,vct_2025
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,DRX,11,7,4,,Mega Minors,13,8,5,,55:37,vct_2025
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,DRX,11,8,3,,Mega Minors,13,9,4,,53:46,vct_2025
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,Team Heretics,13,8,5,,T1,10,6,4,,51:06,vct_2025
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,Team Heretics,13,6,7,,T1,11,5,6,,51:59,vct_2025
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Bind,MIBR,13,7,6,,FNATIC,5,0,5,,47:35,vct_2025
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Abyss,MIBR,7,7,0,,FNATIC,13,8,5,,45:01,vct_2025
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Haven,MIBR,10,4,6,,FNATIC,13,5,8,,52:25,vct_2025
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Sunset,Team Liquid,3,1,2,,EDward Gaming,13,2,11,,40:44,vct_2025
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Abyss,Team Liquid,13,9,4,,EDward Gaming,6,3,3,,39:16,vct_2025
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,Team Liquid,15,6,6,3.0,EDward Gaming,13,6,6,1.0,1:05:45,vct_2025
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,Abyss,Xi Lai Gaming,10,5,5,,Sentinels,13,6,7,,51:55,vct_2025
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,Lotus,Xi Lai Gaming,13,9,4,,Sentinels,11,8,3,,59:42,vct_2025
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,Haven,Xi Lai Gaming,13,7,6,,Sentinels,8,3,5,,46:27,vct_2025
Valorant Champions 2025,Group Stage,Elimination (B),Bilibili Gaming vs Rex Regum Qeon,Sunset,Bilibili Gaming,13,6,7,,Rex Regum Qeon,7,1,6,,41:56,vct_2025
Valorant Champions 2025,Group Stage,Elimination (B),Bilibili Gaming vs Rex Regum Qeon,Lotus,Bilibili Gaming,8,5,3,,Rex Regum Qeon,13,6,7,,45:14,vct_2025
Valorant Champions 2025,Group Stage,Elimination (B),Bilibili Gaming vs Rex Regum Qeon,Abyss,Bilibili Gaming,4,4,0,,Rex Regum Qeon,13,5,8,,40:38,vct_2025
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports vs Dragon Ranger Gaming,Lotus,G2 Esports,13,6,7,,Dragon Ranger Gaming,7,1,6,,45:05,vct_2025
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports vs Dragon Ranger Gaming,Abyss,G2 Esports,13,6,7,,Dragon Ranger Gaming,7,1,6,,44:41,vct_2025
Valorant Champions 2025,Group Stage,Decider (C),DRX vs Team Liquid,Corrode,DRX,13,6,7,,Team Liquid,8,2,6,,48:25,vct_2025
