Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result,tournament,ta_avg_rating,ta_avg_acs,ta_avg_kd,ta_avg_adr,ta_avg_fk,ta_avg_hs,ta_eco_$ (won),ta_eco_$$ (won),ta_eco_$$$ (won),ta_eco_Eco (won),ta_eco_Pistol Won,ta_total_2k,ta_total_3k,ta_total_4k,ta_total_5k,ta_total_clutches,ta_draft_ban,ta_draft_pick,tb_avg_rating,tb_avg_acs,tb_avg_kd,tb_avg_adr,tb_avg_fk,tb_avg_hs,tb_eco_$ (won),tb_eco_$$ (won),tb_eco_$$$ (won),tb_eco_Eco (won),tb_eco_Pistol Won,tb_total_2k,tb_total_3k,tb_total_4k,tb_total_5k,tb_total_clutches,tb_draft_ban,tb_draft_pick
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sentinels vs Evil Geniuses,Sentinels,Evil Geniuses,1,2,Evil Geniuses won,vct_2024,1.061,205.7,-0.9,133.2,3.7,25.5,2.0,16.0,44.0,6.0,4.0,104.0,22.0,6.0,0.0,6.0,2.0,1.0,1.0565,202.6,0.9,134.05,3.3,30.55,0.0,24.0,40.0,8.0,8.0,90.0,36.0,2.0,0.0,12.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,NRG Esports vs MIBR,NRG Esports,MIBR,2,0,NRG Esports won,vct_2024,1.1773333333333333,219.06666666666666,6.0,143.86666666666667,2.533333333333333,29.066666666666666,0.0,8.0,36.0,8.0,6.0,58.0,18.0,4.0,0.0,4.0,2.0,1.0,0.7739999999999999,159.53333333333333,-6.0,107.6,2.533333333333333,24.666666666666668,0.0,12.0,10.0,2.0,2.0,42.0,10.0,0.0,0.0,4.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,G2 Esports vs LEVIATÁN,G2 Esports,LEVIATÁN,1,2,LEVIATÁN won,vct_2024,0.8720000000000001,181.85,-3.6,121.2,2.5,29.05,2.0,12.0,36.0,6.0,6.0,76.0,16.0,6.0,2.0,10.0,2.0,1.0,1.0494999999999999,205.85,3.6,137.65,3.7,31.1,2.0,16.0,44.0,6.0,6.0,70.0,30.0,4.0,0.0,8.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,KRÜ Esports vs LOUD,KRÜ Esports,LOUD,2,0,KRÜ Esports won,vct_2024,1.1846666666666665,202.46666666666667,3.8666666666666667,137.06666666666666,2.8,26.266666666666666,2.0,4.0,40.0,6.0,4.0,54.0,16.0,4.0,0.0,0.0,2.0,1.0,0.8753333333333334,179.8,-3.8666666666666667,117.93333333333334,2.8,31.733333333333334,0.0,12.0,16.0,4.0,4.0,48.0,8.0,2.0,0.0,4.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,G2 Esports vs MIBR,G2 Esports,MIBR,2,0,G2 Esports won,vct_2024,1.1700000000000002,225.06666666666666,4.4,154.4,2.4,30.266666666666666,6.0,6.0,36.0,4.0,4.0,60.0,24.0,0.0,0.0,2.0,2.0,1.0,0.8119999999999999,179.06666666666666,-4.4,119.06666666666666,2.6666666666666665,26.533333333333335,4.0,6.0,10.0,4.0,4.0,46.0,10.0,2.0,2.0,4.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sentinels vs LOUD,Sentinels,LOUD,0,2,LOUD won,vct_2024,0.8320000000000001,167.06666666666666,-3.8666666666666667,110.2,2.6666666666666665,21.533333333333335,0.0,14.0,12.0,4.0,4.0,34.0,12.0,2.0,0.0,4.0,2.0,1.0,1.1280000000000001,195.4,3.8666666666666667,126.66666666666667,2.8,30.933333333333334,0.0,14.0,34.0,4.0,4.0,56.0,18.0,4.0,0.0,6.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Cloud9 vs FURIA,Cloud9,FURIA,2,1,Cloud9 won,vct_2024,1.0939999999999999,218.65,1.9,146.75,3.2,24.65,2.0,14.0,32.0,8.0,6.0,62.0,26.0,6.0,2.0,10.0,2.0,1.0,0.9235,202.4,-1.9,132.5,2.0,27.05,2.0,18.0,22.0,6.0,6.0,56.0,26.0,2.0,0.0,16.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,NRG Esports vs Evil Geniuses,NRG Esports,Evil Geniuses,1,2,Evil Geniuses won,vct_2024,0.8640000000000001,182.55,-2.9,121.65,3.2,28.0,4.0,22.0,28.0,12.0,10.0,88.0,26.0,4.0,2.0,4.0,2.0,1.0,1.087,211.15,2.9,139.45,4.1,31.6,0.0,14.0,64.0,2.0,2.0,96.0,26.0,10.0,2.0,4.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,KRÜ Esports,100 Thieves,2,1,KRÜ Esports won,vct_2024,1.0205,202.2,0.6,134.6,3.5,28.75,4.0,14.0,48.0,8.0,8.0,70.0,34.0,2.0,2.0,4.0,2.0,1.0,0.9245000000000001,197.6,-0.6,127.95,3.0,27.7,2.0,10.0,40.0,4.0,4.0,90.0,24.0,4.0,0.0,4.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sentinels vs FURIA,Sentinels,FURIA,2,0,Sentinels won,vct_2024,1.0833333333333333,204.26666666666668,3.6,141.53333333333333,3.7333333333333334,25.733333333333334,0.0,18.0,30.0,4.0,2.0,50.0,8.0,4.0,0.0,8.0,2.0,1.0,0.8033333333333333,168.86666666666667,-3.7333333333333334,114.93333333333334,1.6,30.933333333333334,0.0,14.0,8.0,6.0,6.0,44.0,8.0,4.0,0.0,0.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,NRG Esports vs 100 Thieves,NRG Esports,100 Thieves,0,2,100 Thieves won,vct_2024,0.7686666666666667,177.26666666666668,-6.933333333333334,114.4,2.4,27.2,2.0,6.0,18.0,4.0,2.0,54.0,10.0,0.0,0.0,8.0,2.0,1.0,1.2746666666666668,229.46666666666667,6.933333333333334,145.86666666666667,3.066666666666667,28.066666666666666,0.0,10.0,36.0,6.0,6.0,54.0,16.0,6.0,0.0,4.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,KRÜ Esports vs LEVIATÁN,KRÜ Esports,LEVIATÁN,1,2,LEVIATÁN won,vct_2024,0.908,193.05,-1.8,129.1,3.5,29.4,2.0,12.0,34.0,8.0,6.0,68.0,24.0,4.0,2.0,4.0,2.0,1.0,1.072,208.3,1.8,138.3,3.1,31.8,2.0,10.0,56.0,8.0,6.0,78.0,38.0,4.0,0.0,8.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Cloud9 vs MIBR,Cloud9,MIBR,2,0,Cloud9 won,vct_2024,1.0773333333333333,226.46666666666667,4.4,150.93333333333334,4.133333333333334,29.133333333333333,0.0,12.0,36.0,6.0,6.0,60.0,30.0,8.0,0.0,2.0,2.0,1.0,0.8153333333333334,194.8,-4.4,129.53333333333333,2.2666666666666666,29.333333333333332,0.0,18.0,22.0,2.0,2.0,60.0,16.0,4.0,0.0,10.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,G2 Esports vs LOUD,G2 Esports,LOUD,0,2,LOUD won,vct_2024,0.8113333333333334,166.4,-4.933333333333334,112.93333333333334,2.0,23.866666666666667,0.0,6.0,20.0,4.0,4.0,40.0,4.0,2.0,0.0,0.0,2.0,1.0,1.1793333333333333,210.33333333333334,4.933333333333334,143.6,3.466666666666667,29.666666666666668,0.0,12.0,36.0,4.0,4.0,62.0,12.0,2.0,0.0,2.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Cloud9 vs G2 Esports,Cloud9,G2 Esports,0,2,G2 Esports won,vct_2024,0.8160000000000001,176.8,-4.266666666666667,119.06666666666666,3.2,29.333333333333332,0.0,10.0,24.0,4.0,4.0,66.0,4.0,2.0,0.0,0.0,2.0,1.0,1.1493333333333335,215.53333333333333,4.266666666666667,140.8,3.066666666666667,23.6,0.0,10.0,42.0,4.0,4.0,58.0,32.0,2.0,0.0,2.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,100 Thieves vs LOUD,100 Thieves,LOUD,2,0,100 Thieves won,vct_2024,1.1653333333333333,221.13333333333333,5.866666666666666,144.6,3.2,27.066666666666666,0.0,4.0,46.0,2.0,2.0,58.0,22.0,4.0,0.0,4.0,2.0,1.0,0.798,166.93333333333334,-5.866666666666666,106.93333333333334,1.6,25.4,0.0,14.0,0.0,6.0,6.0,48.0,8.0,0.0,0.0,2.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs G2 Esports,KRÜ Esports,G2 Esports,0,2,G2 Esports won,vct_2024,0.74,176.33333333333334,-5.466666666666667,115.93333333333334,2.1333333333333333,27.466666666666665,0.0,8.0,14.0,4.0,4.0,28.0,16.0,4.0,0.0,6.0,2.0,1.0,1.1853333333333333,222.93333333333334,5.466666666666667,149.93333333333334,3.066666666666667,27.066666666666666,0.0,12.0,36.0,4.0,4.0,58.0,22.0,0.0,0.0,4.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,LEVIATÁN vs 100 Thieves,LEVIATÁN,100 Thieves,1,2,100 Thieves won,vct_2024,0.9515,190.65,-2.8,126.65,3.6,27.15,0.0,16.0,32.0,6.0,6.0,74.0,26.0,4.0,0.0,4.0,2.0,1.0,1.1055,211.65,2.8,136.5,2.9,28.8,0.0,14.0,54.0,8.0,6.0,88.0,24.0,4.0,2.0,2.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Final,G2 Esports vs 100 Thieves,G2 Esports,100 Thieves,1,2,100 Thieves won,vct_2024,0.931,185.45,-3.2,122.5,2.8,24.35,2.0,8.0,44.0,4.0,4.0,68.0,28.0,2.0,0.0,10.0,2.0,1.0,1.0665,207.9,3.2,134.75,3.5,23.35,0.0,12.0,48.0,8.0,8.0,92.0,26.0,2.0,0.0,2.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Round 1,KRÜ Esports vs LEVIATÁN,KRÜ Esports,LEVIATÁN,1,2,LEVIATÁN won,vct_2024,0.9505000000000001,200.6,-1.0,133.95,3.3,30.2,2.0,14.0,42.0,6.0,6.0,62.0,34.0,6.0,0.0,14.0,2.0,1.0,0.9964999999999999,203.8,1.0,134.2,3.0,28.7,0.0,22.0,36.0,6.0,6.0,72.0,24.0,8.0,2.0,2.0,2.0,1.0
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,G2 Esports vs LEVIATÁN,G2 Esports,LEVIATÁN,3,2,G2 Esports won,vct_2024,0.981,200.36666666666667,-0.5333333333333333,131.93333333333334,4.066666666666666,29.033333333333335,0.0,40.0,68.0,18.0,18.0,146.0,52.0,6.0,0.0,16.0,1.0,2.0,0.9723333333333334,204.03333333333333,0.5333333333333333,136.43333333333334,3.8666666666666667,31.633333333333333,8.0,26.0,72.0,6.0,2.0,140.0,54.0,10.0,0.0,12.0,1.0,2.0
Champions Tour 2024: Americas Stage 1,Playoffs,Grand Final,100 Thieves vs G2 Esports,100 Thieves,G2 Esports,3,0,100 Thieves won,vct_2024,1.1039999999999999,213.1,4.2,141.45,3.6,31.5,2.0,14.0,52.0,10.0,8.0,96.0,22.0,6.0,0.0,6.0,2.0,2.0,0.8495000000000001,185.2,-4.2,124.85,2.7,30.45,0.0,12.0,32.0,4.0,4.0,60.0,16.0,8.0,0.0,2.0,0.0,2.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Karmine Corp vs GIANTX,Karmine Corp,GIANTX,2,0,Karmine Corp won,vct_2024,1.148,212.46666666666667,4.266666666666667,140.06666666666666,2.6666666666666665,29.0,2.0,8.0,34.0,8.0,8.0,46.0,22.0,2.0,0.0,6.0,2.0,1.0,0.7526666666666666,173.66666666666666,-4.4,114.4,2.533333333333333,30.6,0.0,4.0,20.0,2.0,0.0,42.0,12.0,4.0,0.0,2.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,KOI vs Team Liquid,KOI,Team Liquid,0,2,Team Liquid won,vct_2024,0.916,176.46666666666667,-3.6,116.06666666666666,2.533333333333333,28.866666666666667,0.0,12.0,18.0,2.0,2.0,38.0,20.0,0.0,0.0,6.0,2.0,1.0,1.1313333333333333,203.06666666666666,3.6,134.73333333333332,3.066666666666667,31.333333333333332,0.0,10.0,36.0,6.0,6.0,46.0,22.0,4.0,0.0,0.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Vitality vs Natus Vincere,Team Vitality,Natus Vincere,0,2,Natus Vincere won,vct_2024,0.8866666666666667,181.13333333333333,-2.6666666666666665,115.46666666666667,2.0,27.533333333333335,0.0,10.0,10.0,6.0,6.0,48.0,6.0,2.0,2.0,0.0,2.0,1.0,1.1266666666666665,196.46666666666667,2.6666666666666665,131.46666666666667,3.2,32.6,0.0,4.0,44.0,4.0,2.0,48.0,14.0,2.0,2.0,4.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,FNATIC vs Team Heretics,FNATIC,Team Heretics,0,2,Team Heretics won,vct_2024,0.8846666666666666,188.86666666666667,-2.533333333333333,125.0,3.2,22.2,2.0,6.0,28.0,2.0,2.0,56.0,12.0,6.0,0.0,0.0,2.0,1.0,1.0766666666666667,211.73333333333332,2.533333333333333,141.0,3.3333333333333335,34.8,4.0,12.0,38.0,6.0,6.0,74.0,14.0,0.0,2.0,4.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Liquid vs FUT Esports,Team Liquid,FUT Esports,0,2,FUT Esports won,vct_2024,0.7973333333333332,186.26666666666668,-3.2,118.13333333333334,2.2666666666666666,27.8,0.0,10.0,10.0,6.0,6.0,36.0,14.0,6.0,0.0,0.0,2.0,1.0,1.0953333333333333,208.66666666666666,3.2,135.33333333333334,2.933333333333333,29.8,0.0,2.0,44.0,6.0,2.0,50.0,16.0,2.0,0.0,6.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,BBL Esports vs Gentle Mates,BBL Esports,Gentle Mates,0,2,Gentle Mates won,vct_2024,0.8666666666666667,187.66666666666666,-2.533333333333333,125.66666666666667,3.066666666666667,32.13333333333333,0.0,6.0,26.0,4.0,4.0,38.0,14.0,6.0,0.0,0.0,2.0,1.0,1.088,210.26666666666668,2.533333333333333,136.33333333333334,2.8,25.733333333333334,0.0,20.0,28.0,4.0,4.0,48.0,24.0,2.0,0.0,10.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Karmine Corp vs FUT Esports,Karmine Corp,FUT Esports,1,2,FUT Esports won,vct_2024,0.8539999999999999,180.45,-3.4,121.7,2.8,27.0,2.0,8.0,40.0,6.0,6.0,74.0,14.0,2.0,2.0,2.0,2.0,1.0,1.108,205.1,3.4,132.35,3.7,28.0,2.0,8.0,56.0,8.0,6.0,62.0,28.0,10.0,2.0,0.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Team Vitality vs Team Heretics,Team Vitality,Team Heretics,2,1,Team Vitality won,vct_2024,1.0379999999999998,212.0,1.4,138.95,3.0,21.15,4.0,24.0,34.0,12.0,10.0,82.0,38.0,2.0,0.0,12.0,2.0,1.0,0.96,200.35,-1.4,132.9,3.8,32.35,4.0,24.0,32.0,2.0,2.0,90.0,34.0,6.0,0.0,6.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Team Liquid vs Natus Vincere,Team Liquid,Natus Vincere,1,2,Natus Vincere won,vct_2024,0.962,198.15,-1.1,132.45,3.5,28.0,0.0,12.0,38.0,8.0,8.0,84.0,22.0,0.0,0.0,4.0,2.0,1.0,1.074,205.25,1.1,137.15,3.0,30.5,0.0,18.0,50.0,4.0,4.0,92.0,24.0,4.0,0.0,8.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,BBL Esports vs KOI,BBL Esports,KOI,2,0,BBL Esports won,vct_2024,1.2006666666666668,209.4,5.333333333333333,142.46666666666667,2.533333333333333,30.066666666666666,0.0,16.0,28.0,8.0,8.0,38.0,22.0,2.0,0.0,6.0,2.0,1.0,0.7806666666666666,162.93333333333334,-5.333333333333333,110.26666666666667,1.8666666666666667,28.8,0.0,4.0,8.0,2.0,0.0,24.0,8.0,4.0,0.0,2.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,FNATIC vs GIANTX,FNATIC,GIANTX,2,1,FNATIC won,vct_2024,1.006,195.8,1.7,126.3,2.1,27.0,0.0,14.0,44.0,4.0,4.0,68.0,24.0,4.0,4.0,4.0,2.0,1.0,0.897,177.7,-1.7,116.6,3.4,35.2,0.0,18.0,24.0,8.0,8.0,50.0,16.0,6.0,0.0,2.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Karmine Corp vs Gentle Mates,Karmine Corp,Gentle Mates,2,0,Karmine Corp won,vct_2024,1.162,227.6,6.266666666666667,146.8,2.533333333333333,27.733333333333334,2.0,10.0,36.0,4.0,4.0,56.0,18.0,6.0,0.0,6.0,2.0,1.0,0.6880000000000001,172.93333333333334,-6.266666666666667,116.46666666666667,2.533333333333333,23.866666666666667,0.0,10.0,10.0,4.0,4.0,38.0,12.0,2.0,0.0,2.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 3,Gentle Mates vs FNATIC,Gentle Mates,FNATIC,0,2,FNATIC won,vct_2024,0.6606666666666666,149.93333333333334,-7.733333333333333,101.86666666666666,1.4666666666666666,28.466666666666665,0.0,14.0,4.0,2.0,2.0,28.0,8.0,4.0,0.0,0.0,2.0,1.0,1.2659999999999998,224.06666666666666,7.6,153.8,3.3333333333333335,22.866666666666667,0.0,14.0,32.0,6.0,6.0,66.0,12.0,2.0,0.0,2.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 3,Karmine Corp vs Natus Vincere,Karmine Corp,Natus Vincere,1,2,Natus Vincere won,vct_2024,0.9804999999999999,196.95,-1.0,128.5,2.5,31.25,2.0,14.0,30.0,6.0,6.0,72.0,20.0,2.0,2.0,6.0,2.0,1.0,1.033,202.7,1.0,133.8,3.4,27.6,0.0,16.0,44.0,6.0,6.0,74.0,26.0,4.0,2.0,8.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 3,BBL Esports vs Team Heretics,BBL Esports,Team Heretics,2,0,BBL Esports won,vct_2024,1.1320000000000001,219.4,4.4,144.13333333333333,3.6,33.333333333333336,2.0,4.0,44.0,2.0,2.0,48.0,24.0,6.0,2.0,2.0,2.0,1.0,0.8046666666666666,178.73333333333332,-4.4,117.26666666666667,2.1333333333333333,25.8,0.0,10.0,18.0,6.0,6.0,38.0,18.0,2.0,0.0,2.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 3,Team Vitality vs FUT Esports,Team Vitality,FUT Esports,2,1,Team Vitality won,vct_2024,0.9935,199.55,0.6,127.95,3.4,20.4,0.0,20.0,36.0,10.0,8.0,60.0,38.0,2.0,0.0,4.0,2.0,1.0,0.9775,193.55,-0.6,126.5,3.0,23.3,2.0,10.0,46.0,4.0,4.0,66.0,30.0,6.0,0.0,0.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 3,Team Liquid vs GIANTX,Team Liquid,GIANTX,2,1,Team Liquid won,vct_2024,1.0005000000000002,194.5,1.9,128.25,3.4,27.4,4.0,10.0,60.0,6.0,6.0,82.0,42.0,4.0,4.0,4.0,2.0,1.0,0.9324999999999999,183.9,-1.9,121.6,3.9,31.2,0.0,18.0,44.0,6.0,6.0,80.0,14.0,12.0,0.0,6.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 3,FNATIC vs KOI,FNATIC,KOI,2,0,FNATIC won,vct_2024,1.2046666666666668,209.93333333333334,4.0,139.93333333333334,3.2,24.866666666666667,0.0,6.0,44.0,2.0,2.0,58.0,20.0,2.0,4.0,2.0,2.0,1.0,0.9146666666666667,171.46666666666667,-4.0,111.4,2.2666666666666666,31.666666666666668,0.0,10.0,14.0,6.0,6.0,44.0,10.0,0.0,0.0,2.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Liquid vs Team Heretics,Team Liquid,Team Heretics,0,2,Team Heretics won,vct_2024,0.7446666666666667,159.26666666666668,-6.266666666666667,107.66666666666667,1.7333333333333334,23.266666666666666,0.0,4.0,12.0,2.0,2.0,36.0,4.0,0.0,0.0,0.0,2.0,1.0,1.3286666666666667,213.8,6.266666666666667,140.66666666666666,2.933333333333333,36.53333333333333,0.0,10.0,36.0,6.0,6.0,44.0,14.0,4.0,0.0,2.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Vitality vs Gentle Mates,Team Vitality,Gentle Mates,0,2,Gentle Mates won,vct_2024,0.804,179.46666666666667,-5.2,121.73333333333333,2.0,26.133333333333333,2.0,4.0,12.0,2.0,0.0,34.0,4.0,0.0,2.0,2.0,2.0,1.0,1.2073333333333334,216.46666666666667,5.066666666666666,139.53333333333333,2.8,22.533333333333335,2.0,10.0,32.0,8.0,8.0,38.0,14.0,12.0,0.0,4.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,FNATIC vs FUT Esports,FNATIC,FUT Esports,0,2,FUT Esports won,vct_2024,0.9726666666666667,202.0,-1.6,133.93333333333334,3.066666666666667,27.533333333333335,0.0,12.0,24.0,4.0,4.0,70.0,12.0,0.0,0.0,6.0,2.0,1.0,1.0673333333333335,206.53333333333333,1.6,136.33333333333334,3.3333333333333335,26.333333333333332,2.0,8.0,42.0,4.0,4.0,64.0,18.0,4.0,0.0,10.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,BBL Esports vs Natus Vincere,BBL Esports,Natus Vincere,2,1,BBL Esports won,vct_2024,0.991,200.5,-0.4,133.0,3.1,32.4,4.0,20.0,38.0,6.0,6.0,76.0,32.0,4.0,2.0,14.0,2.0,1.0,0.9879999999999999,205.95,0.4,138.0,3.3,27.35,0.0,18.0,36.0,6.0,6.0,84.0,22.0,6.0,0.0,4.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Vitality vs GIANTX,Team Vitality,GIANTX,2,1,Team Vitality won,vct_2024,1.1099999999999999,214.65,3.9,140.85,3.8,25.0,2.0,10.0,58.0,10.0,6.0,96.0,30.0,12.0,0.0,8.0,2.0,1.0,0.915,184.8,-4.0,129.45,3.1,29.25,2.0,22.0,26.0,8.0,6.0,72.0,24.0,6.0,2.0,10.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Karmine Corp vs KOI,Karmine Corp,KOI,2,1,Karmine Corp won,vct_2024,0.985,199.7,1.7,132.25,3.0,31.05,0.0,6.0,62.0,2.0,2.0,102.0,22.0,4.0,0.0,0.0,2.0,1.0,0.93,187.6,-1.7,121.15,3.8,23.75,4.0,24.0,28.0,10.0,10.0,72.0,18.0,12.0,0.0,14.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs GIANTX,BBL Esports,GIANTX,0,2,GIANTX won,vct_2024,0.846,185.6,-3.2,124.13333333333334,2.4,32.8,4.0,6.0,20.0,4.0,4.0,44.0,12.0,2.0,4.0,2.0,2.0,1.0,1.068,214.0,3.2,140.73333333333332,3.3333333333333335,31.6,0.0,16.0,30.0,6.0,4.0,52.0,26.0,4.0,0.0,2.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Karmine Corp vs Team Heretics,Karmine Corp,Team Heretics,1,2,Team Heretics won,vct_2024,1.089,200.55,1.5,131.95,4.0,26.85,4.0,10.0,46.0,8.0,6.0,66.0,30.0,8.0,0.0,6.0,2.0,1.0,0.9359999999999999,183.9,-1.6,124.4,2.6,32.55,0.0,18.0,40.0,6.0,6.0,72.0,22.0,4.0,0.0,8.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Vitality vs KOI,Team Vitality,KOI,1,2,KOI won,vct_2024,0.7705,173.3,-5.3,115.45,2.9,20.2,0.0,8.0,32.0,4.0,2.0,50.0,14.0,2.0,0.0,2.0,2.0,1.0,1.1465,213.75,5.3,139.95,2.6,27.85,0.0,22.0,32.0,12.0,10.0,76.0,22.0,4.0,0.0,2.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Natus Vincere vs FNATIC,Natus Vincere,FNATIC,2,1,Natus Vincere won,vct_2024,1.073,191.0,0.8,129.9,3.3,35.75,2.0,18.0,38.0,6.0,6.0,54.0,28.0,4.0,0.0,6.0,2.0,1.0,0.9564999999999999,184.95,-0.9,120.2,2.3,25.3,2.0,12.0,28.0,6.0,6.0,54.0,26.0,4.0,2.0,2.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Liquid vs Gentle Mates,Team Liquid,Gentle Mates,2,0,Team Liquid won,vct_2024,1.216,233.86666666666667,6.533333333333333,152.8,1.6,29.2,0.0,20.0,24.0,8.0,8.0,38.0,28.0,2.0,0.0,2.0,2.0,1.0,0.6186666666666666,168.4,-6.533333333333333,111.86666666666666,2.6666666666666665,28.533333333333335,0.0,4.0,8.0,0.0,0.0,20.0,8.0,2.0,0.0,0.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs FUT Esports,BBL Esports,FUT Esports,0,2,FUT Esports won,vct_2024,0.8026666666666666,173.4,-5.866666666666666,116.53333333333333,2.4,31.133333333333333,0.0,8.0,20.0,2.0,2.0,54.0,8.0,0.0,0.0,2.0,2.0,1.0,1.188,217.46666666666667,5.866666666666666,142.86666666666667,3.066666666666667,26.4,0.0,10.0,36.0,6.0,6.0,58.0,18.0,2.0,0.0,0.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,FNATIC vs Team Liquid,FNATIC,Team Liquid,2,1,FNATIC won,vct_2024,1.0474999999999999,210.55,1.7,138.05,3.2,23.15,0.0,26.0,42.0,8.0,8.0,90.0,32.0,2.0,0.0,4.0,2.0,1.0,0.8685,193.55,-1.7,131.8,3.6,30.9,0.0,14.0,42.0,4.0,4.0,88.0,24.0,2.0,0.0,6.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,Natus Vincere vs Team Heretics,Natus Vincere,Team Heretics,0,2,Team Heretics won,vct_2024,0.9806666666666667,202.33333333333334,-1.7333333333333334,139.13333333333333,2.6666666666666665,30.666666666666668,2.0,10.0,26.0,2.0,2.0,64.0,14.0,2.0,0.0,10.0,2.0,1.0,1.1260000000000001,212.06666666666666,1.7333333333333334,140.93333333333334,3.466666666666667,36.46666666666667,0.0,10.0,34.0,8.0,6.0,70.0,10.0,6.0,0.0,10.0,2.0,1.0
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Semifinals,Karmine Corp vs FNATIC,Karmine Corp,FNATIC,0,2,FNATIC won,vct_2024,0.9086666666666667,169.53333333333333,-4.533333333333333,114.13333333333334,3.8666666666666667,33.13333333333333,0.0,10.0,26.0,4.0,4.0,40.0,14.0,6.0,0.0,4.0,2.0,1.0,1.1886666666666665,205.0,4.266666666666667,134.46666666666667,2.2666666666666666,25.133333333333333,0.0,10.0,38.0,4.0,4.0,68.0,18.0,6.0,0.0,4.0,2.0,1.0
