Tournament,Stage,Match Type,Match Name,Map,tournament
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Vitality vs Gentle Mates,Icebox,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Vitality vs Gentle Mates,Sunset,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,FNATIC vs FUT Esports,Split,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,FNATIC vs FUT Esports,Lotus,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,BBL Esports vs Natus Vincere,Ascent,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,BBL Esports vs Natus Vincere,Sunset,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,BBL Esports vs Natus Vincere,Split,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Vitality vs GIANTX,Lotus,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Vitality vs GIANTX,Breeze,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Vitality vs GIANTX,Sunset,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Karmine Corp vs KOI,Sunset,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Karmine Corp vs KOI,Icebox,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Karmine Corp vs KOI,Bind,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs GIANTX,Bind,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs GIANTX,Sunset,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Karmine Corp vs Team Heretics,Icebox,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Karmine Corp vs Team Heretics,Lotus,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Karmine Corp vs Team Heretics,Bind,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Vitality vs KOI,Split,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Vitality vs KOI,Breeze,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Vitality vs KOI,Icebox,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Natus Vincere vs FNATIC,Breeze,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Natus Vincere vs FNATIC,Ascent,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Natus Vincere vs FNATIC,Bind,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Liquid vs Gentle Mates,Lotus,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Liquid vs Gentle Mates,Icebox,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs FUT Esports,Bind,vct_2024
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs FUT Esports,Icebox,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,FNATIC vs Team Liquid,Ascent,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,FNATIC vs Team Liquid,Icebox,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,FNATIC vs Team Liquid,Lotus,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,Natus Vincere vs Team Heretics,Lotus,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,Natus Vincere vs Team Heretics,Split,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Semifinals,Karmine Corp vs FNATIC,Breeze,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Semifinals,Karmine Corp vs FNATIC,Bind,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Semifinals,FUT Esports vs Team Heretics,Lotus,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Semifinals,FUT Esports vs Team Heretics,Split,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Final,FNATIC vs Team Heretics,Lotus,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Final,FNATIC vs Team Heretics,Breeze,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Round 1,Karmine Corp vs FUT Esports,Icebox,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Round 1,Karmine Corp vs FUT Esports,Sunset,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Final,FNATIC vs FUT Esports,Icebox,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Final,FNATIC vs FUT Esports,Bind,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Final,FNATIC vs FUT Esports,Breeze,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Lower Final,FNATIC vs FUT Esports,Split,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Grand Final,Team Heretics vs FNATIC,Sunset,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Grand Final,Team Heretics vs FNATIC,Bind,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Grand Final,Team Heretics vs FNATIC,Lotus,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Grand Final,Team Heretics vs FNATIC,Split,vct_2024
Champions Tour 2024: EMEA Stage 1,Playoffs,Grand Final,Team Heretics vs FNATIC,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Global Esports vs ZETA DIVISION,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Global Esports vs ZETA DIVISION,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Global Esports vs ZETA DIVISION,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Team Secret vs DRX,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Team Secret vs DRX,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,BLEED vs Talon Esports,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,BLEED vs Talon Esports,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,BLEED vs Talon Esports,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,T1 vs Paper Rex,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,T1 vs Paper Rex,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Team Secret vs Rex Regum Qeon,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Team Secret vs Rex Regum Qeon,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Team Secret vs Rex Regum Qeon,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Global Esports vs DRX,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Global Esports vs DRX,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Gen.G vs Talon Esports,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,Gen.G vs Talon Esports,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,T1 vs DetonatioN FocusMe,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,T1 vs DetonatioN FocusMe,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 1,T1 vs DetonatioN FocusMe,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Gen.G vs Paper Rex,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Gen.G vs Paper Rex,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Gen.G vs Paper Rex,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,T1 vs DRX,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,T1 vs DRX,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,T1 vs DRX,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Team Secret vs ZETA DIVISION,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Team Secret vs ZETA DIVISION,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Team Secret vs ZETA DIVISION,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,BLEED vs Rex Regum Qeon,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,BLEED vs Rex Regum Qeon,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Gen.G vs DetonatioN FocusMe,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Gen.G vs DetonatioN FocusMe,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Global Esports vs Talon Esports,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Global Esports vs Talon Esports,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,Global Esports vs Talon Esports,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,T1 vs Rex Regum Qeon,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,T1 vs Rex Regum Qeon,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,BLEED vs ZETA DIVISION,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,BLEED vs ZETA DIVISION,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 2,BLEED vs ZETA DIVISION,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs DRX,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs DRX,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs DRX,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,BLEED vs DetonatioN FocusMe,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,BLEED vs DetonatioN FocusMe,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,BLEED vs DetonatioN FocusMe,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Rex Regum Qeon,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Rex Regum Qeon,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs Paper Rex,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs Paper Rex,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,T1 vs Talon Esports,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,T1 vs Talon Esports,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs ZETA DIVISION,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Gen.G vs ZETA DIVISION,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs DetonatioN FocusMe,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs DetonatioN FocusMe,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Team Secret vs DetonatioN FocusMe,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Paper Rex,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Paper Rex,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs Paper Rex,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs Paper Rex,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs DRX,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs DRX,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Split,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Team Secret vs T1,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Team Secret vs T1,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,Breeze,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,T1 vs Paper Rex,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,T1 vs Paper Rex,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,Ascent,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Lotus,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Sunset,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Icebox,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Bind,vct_2024
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Split,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Icebox,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Icebox,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Breeze,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Ascent,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Bind,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Split,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Bind,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Split,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,Icebox,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,Split,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,Breeze,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,Breeze,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Split,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,LOUD vs EDward Gaming,Icebox,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,LOUD vs EDward Gaming,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Karmine Corp vs Paper Rex,Bind,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Karmine Corp vs Paper Rex,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Karmine Corp vs Paper Rex,Ascent,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Gen.G vs Paper Rex,Split,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Gen.G vs Paper Rex,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sentinels vs LOUD,Split,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sentinels vs LOUD,Icebox,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sentinels vs LOUD,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Gen.G vs Sentinels,Split,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Gen.G vs Sentinels,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Gen.G vs Sentinels,Breeze,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Paper Rex vs LOUD,Ascent,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Paper Rex vs LOUD,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Lotus,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Ascent,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Split,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Sunset,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Breeze,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Bind,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Ascent,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Split,vct_2024
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Icebox,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),NRG Esports vs FURIA,Breeze,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),NRG Esports vs FURIA,Ascent,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Bind,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Split,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LEVIATÁN vs 100 Thieves,Bind,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LEVIATÁN vs 100 Thieves,Split,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LEVIATÁN vs 100 Thieves,Icebox,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Icebox,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Sunset,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (C),KRÜ Esports vs G2 Esports,Ascent,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Split,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (A),FURIA vs MIBR,Breeze,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Lotus,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Bind,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Elimination (B),Sentinels vs 100 Thieves,Split,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (A),NRG Esports vs Cloud9,Sunset,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (A),NRG Esports vs Cloud9,Ascent,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (B),LOUD vs LEVIATÁN,Bind,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (B),LOUD vs LEVIATÁN,Split,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (B),LOUD vs LEVIATÁN,Ascent,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (C),G2 Esports vs Evil Geniuses,Sunset,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Winner's (C),G2 Esports vs Evil Geniuses,Icebox,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (A),Cloud9 vs MIBR,Bind,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (A),Cloud9 vs MIBR,Ascent,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (B),LEVIATÁN vs Sentinels,Split,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (B),LEVIATÁN vs Sentinels,Breeze,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (B),LEVIATÁN vs Sentinels,Bind,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (C),G2 Esports vs KRÜ Esports,Split,vct_2024
Champions Tour 2024: Americas Kickoff,Group Stage,Decider (C),G2 Esports vs KRÜ Esports,Sunset,vct_2024
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,MIBR vs Sentinels,Split,vct_2024
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,MIBR vs Sentinels,Ascent,vct_2024
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,G2 Esports vs MIBR,Sunset,vct_2024
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,G2 Esports vs MIBR,Split,vct_2024
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,G2 Esports vs MIBR,Breeze,vct_2024
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sentinels vs G2 Esports,Sunset,vct_2024
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sentinels vs G2 Esports,Breeze,vct_2024
Champions Tour 2024: Americas Kickoff,Play-Ins,Play-ins,Sentinels vs G2 Esports,Split,vct_2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Evil Geniuses vs LOUD,Ascent,vct_2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Evil Geniuses vs LOUD,Icebox,vct_2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,Evil Geniuses vs LOUD,Sunset,vct_2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Sunset,vct_2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Ascent,vct_2024
Champions Tour 2024: Americas Kickoff,Playoffs,Semifinals,NRG Esports vs Sentinels,Split,vct_2024
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Sunset,vct_2024
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Split,vct_2024
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Icebox,vct_2024
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Bind,vct_2024
Champions Tour 2024: Americas Kickoff,Playoffs,Grand Final,LOUD vs Sentinels,Lotus,vct_2024
Champions Tour 2024: China Kickoff,Group Stage,Opening (A),Trace Esports vs TYLOO,Ascent,vct_2024
